Region;Sub Region;Country;Status;Group;Year;Value;Rate
Americas;Central America;Guatemala;Persons brought into Formal Contact;Adults;2014;51888;577.3766882
Americas;Central America;Guatemala;Persons brought into Formal Contact;Adults Males;2004;46550;1596.777768
Americas;Central America;Guatemala;Persons brought into Formal Contact;Adults Males;2005;45809;1529.908681
Americas;Central America;Guatemala;Persons brought into Formal Contact;Adults Males;2006;36496;1184.751582
Americas;Central America;Guatemala;Persons brought into Formal Contact;Adults Males;2007;32710;1031.287972
Americas;Central America;Guatemala;Persons brought into Formal Contact;Adults Males;2008;34053;1041.804975
Americas;Central America;Guatemala;Persons brought into Formal Contact;Adults Males;2009;36703;1088.889753
Americas;Central America;Guatemala;Persons brought into Formal Contact;Adults Males;2010;36173;1040.026934
Americas;Central America;Guatemala;Persons brought into Formal Contact;Adults Males;2011;35607;990.0478049
Americas;Central America;Guatemala;Persons brought into Formal Contact;Adults Males;2012;38716;1041.220398
Americas;Central America;Guatemala;Persons brought into Formal Contact;Adults Males;2013;43698;1137.026854
Americas;Central America;Guatemala;Persons brought into Formal Contact;Adults Males;2014;47679;1200.456525
Americas;Central America;Guatemala;Persons brought into Formal Contact;Adults Females;2004;2521;77.35057853
Americas;Central America;Guatemala;Persons brought into Formal Contact;Adults Females;2005;3148;93.67140737
Americas;Central America;Guatemala;Persons brought into Formal Contact;Adults Females;2006;3171;91.540117
Americas;Central America;Guatemala;Persons brought into Formal Contact;Adults Females;2007;3333;93.3055964
Americas;Central America;Guatemala;Persons brought into Formal Contact;Adults Females;2008;3221;87.39660149
Americas;Central America;Guatemala;Persons brought into Formal Contact;Adults Females;2009;2952;77.6115008
Americas;Central America;Guatemala;Persons brought into Formal Contact;Adults Females;2010;2707;68.94408831
Americas;Central America;Guatemala;Persons brought into Formal Contact;Adults Females;2011;2651;65.345187
Americas;Central America;Guatemala;Persons brought into Formal Contact;Adults Females;2012;3272;78.08014478
Americas;Central America;Guatemala;Persons brought into Formal Contact;Adults Females;2013;3699;85.48567023
Americas;Central America;Guatemala;Persons brought into Formal Contact;Adults Females;2014;4209;94.22424834
Americas;Central America;Guatemala;Persons brought into Formal Contact;Juveniles;2004;1118;17.91497852
Americas;Central America;Guatemala;Persons brought into Formal Contact;Juveniles;2005;1000;15.76585312
Americas;Central America;Guatemala;Persons brought into Formal Contact;Juveniles;2006;1030;15.99673977
Americas;Central America;Guatemala;Persons brought into Formal Contact;Juveniles;2007;1098;16.81769405
Americas;Central America;Guatemala;Persons brought into Formal Contact;Juveniles;2008;1597;24.15397562
Americas;Central America;Guatemala;Persons brought into Formal Contact;Juveniles;2009;1866;27.89297707
Americas;Central America;Guatemala;Persons brought into Formal Contact;Juveniles;2010;1722;25.45701025
Americas;Central America;Guatemala;Persons brought into Formal Contact;Juveniles;2011;1483;21.71012229
Americas;Central America;Guatemala;Persons brought into Formal Contact;Juveniles;2012;1982;28.72992982
Americas;Central America;Guatemala;Persons brought into Formal Contact;Juveniles;2013;2237;32.11370635
Americas;Central America;Guatemala;Persons brought into Formal Contact;Juveniles;2014;2437;34.67242596
Americas;Central America;Guatemala;Persons brought into Formal Contact;Juveniles Males;2004;1077;34.09700709
Americas;Central America;Guatemala;Persons brought into Formal Contact;Juveniles Males;2005;850;26.45810623
Americas;Central America;Guatemala;Persons brought into Formal Contact;Juveniles Males;2006;823;25.22597632
Americas;Central America;Guatemala;Persons brought into Formal Contact;Juveniles Males;2007;900;27.19276407
Americas;Central America;Guatemala;Persons brought into Formal Contact;Juveniles Males;2008;1333;39.74924281
Americas;Central America;Guatemala;Persons brought into Formal Contact;Juveniles Males;2009;1541;45.3907344
Americas;Central America;Guatemala;Persons brought into Formal Contact;Juveniles Males;2010;1434;41.75334951
Americas;Central America;Guatemala;Persons brought into Formal Contact;Juveniles Males;2011;1294;37.29860124
Americas;Central America;Guatemala;Persons brought into Formal Contact;Juveniles Males;2012;1738;49.58903586
Americas;Central America;Guatemala;Persons brought into Formal Contact;Juveniles Males;2013;1957;55.28170506
Americas;Central America;Guatemala;Persons brought into Formal Contact;Juveniles Males;2014;2062;57.7079747
Americas;Central America;Guatemala;Persons brought into Formal Contact;Juveniles Females;2004;111;3.601689484
Americas;Central America;Guatemala;Persons brought into Formal Contact;Juveniles Females;2005;150;4.792032192
Americas;Central America;Guatemala;Persons brought into Formal Contact;Juveniles Females;2006;207;6.517096674
Americas;Central America;Guatemala;Persons brought into Formal Contact;Juveniles Females;2007;198;6.150816148
Americas;Central America;Guatemala;Persons brought into Formal Contact;Juveniles Females;2008;264;8.102663198
Americas;Central America;Guatemala;Persons brought into Formal Contact;Juveniles Females;2009;325;9.863815609
Americas;Central America;Guatemala;Persons brought into Formal Contact;Juveniles Females;2010;288;8.648934349
Americas;Central America;Guatemala;Persons brought into Formal Contact;Juveniles Females;2011;189;5.622290926
Americas;Central America;Guatemala;Persons brought into Formal Contact;Juveniles Females;2012;244;7.189320441
Americas;Central America;Guatemala;Persons brought into Formal Contact;Juveniles Females;2013;280;8.17322568
Americas;Central America;Guatemala;Persons brought into Formal Contact;Juveniles Females;2014;375;10.85234616
Americas;Central America;Guatemala;Persons brought into Formal Contact;National Citizens;2004;49593;387.5384125
Americas;Central America;Guatemala;Persons brought into Formal Contact;National Citizens;2005;49087;374.8235725
Americas;Central America;Guatemala;Persons brought into Formal Contact;National Citizens;2006;38920;290.5126279
Americas;Central America;Guatemala;Persons brought into Formal Contact;National Citizens;2007;34848;254.3596535
Americas;Central America;Guatemala;Persons brought into Formal Contact;National Citizens;2008;36982;264.0370814
Americas;Central America;Guatemala;Persons brought into Formal Contact;National Citizens;2009;40223;280.9612713
Americas;Central America;Guatemala;Persons brought into Formal Contact;National Citizens;2010;39620;270.8056783
Americas;Central America;Guatemala;Persons brought into Formal Contact;National Citizens;2011;39060;261.2897963
Americas;Central America;Guatemala;Persons brought into Formal Contact;National Citizens;2012;43399;284.1912177
Americas;Central America;Guatemala;Persons brought into Formal Contact;National Citizens;2013;48561;311.3640272
Americas;Central America;Guatemala;Persons brought into Formal Contact;Foreign Citizens;2004;666;5.20437527
Americas;Central America;Guatemala;Persons brought into Formal Contact;Foreign Citizens;2005;870;6.643235644
Americas;Central America;Guatemala;Persons brought into Formal Contact;Foreign Citizens;2006;1777;13.2641557
Americas;Central America;Guatemala;Persons brought into Formal Contact;Foreign Citizens;2007;2293;16.73687688
Americas;Central America;Guatemala;Persons brought into Formal Contact;Foreign Citizens;2008;1889;13.48672454
Americas;Central America;Guatemala;Persons brought into Formal Contact;Foreign Citizens;2009;1298;9.066646699
Americas;Central America;Guatemala;Persons brought into Formal Contact;Foreign Citizens;2010;982;6.712043819
Americas;Central America;Guatemala;Persons brought into Formal Contact;Foreign Citizens;2011;681;4.555513345
Americas;Central America;Guatemala;Persons brought into Formal Contact;Foreign Citizens;2012;571;3.739099641
Americas;Central America;Guatemala;Persons brought into Formal Contact;Foreign Citizens;2013;1072;6.873463008
Americas;Central America;Guatemala;Persons prosecuted;Total;2008;169311;1208.81462
Americas;Central America;Guatemala;Persons prosecuted;Total;2009;240631;1680.829169
Americas;Central America;Guatemala;Persons prosecuted;Total;2010;252630;1726.745041
Americas;Central America;Guatemala;Persons prosecuted;Total;2011;280502;1876.403237
Americas;Central America;Guatemala;Persons prosecuted;Total;2012;320085;2096.024008
Americas;Central America;Guatemala;Persons prosecuted;Total;2013;365598;2344.145829
Americas;Central America;Guatemala;Persons prosecuted;Total;2014;446385;2803.299187
Americas;Central America;Guatemala;Persons prosecuted;Total;2015;462942;2848.448069
Americas;Central America;Guatemala;Persons brought before the Criminal Court;Total;2004;122424;956.6673244
Americas;Central America;Guatemala;Persons brought before the Criminal Court;Total;2005;93106;710.9483883
Americas;Central America;Guatemala;Persons brought before the Criminal Court;Total;2006;84526;630.9319215
Americas;Central America;Guatemala;Persons brought before the Criminal Court;Total;2007;74775;545.7915258
Americas;Central America;Guatemala;Persons brought before the Criminal Court;Total;2008;98836;705.6505592
Americas;Central America;Guatemala;Persons brought before the Criminal Court;Total;2009;98294;686.5924273
Americas;Central America;Guatemala;Persons brought before the Criminal Court;Total;2010;95043;649.6260496
Americas;Central America;Guatemala;Persons brought before the Criminal Court;Total;2011;81469;544.9825502
Americas;Central America;Guatemala;Persons brought before the Criminal Court;Total;2014;72383;454.5654649
Americas;Central America;Guatemala;Persons convicted;Total;2004;1347;10.5259662
Americas;Central America;Guatemala;Persons convicted;Total;2005;4413;33.69724011
Americas;Central America;Guatemala;Persons convicted;Total;2006;3494;26.0804502
Americas;Central America;Guatemala;Persons convicted;Total;2007;1842;13.4449748
Americas;Central America;Guatemala;Persons convicted;Total;2008;2709;19.34120528
Americas;Central America;Guatemala;Persons convicted;Total;2009;3531;24.66435246
Americas;Central America;Guatemala;Persons convicted;Total;2010;4789;32.733175
Americas;Central America;Guatemala;Persons convicted;Total;2011;6896;46.13042589
Americas;Central America;Guatemala;Persons convicted;Total;2014;22203;139.434909
Americas;Central America;Guatemala;Persons convicted;Adults;2004;809;12.18901623
Americas;Central America;Guatemala;Persons convicted;Adults;2005;1576;23.03863518
Americas;Central America;Guatemala;Persons convicted;Adults;2006;1616;22.91799061
Americas;Central America;Guatemala;Persons convicted;Adults;2007;1747;24.03425824
Americas;Central America;Guatemala;Persons convicted;Adults;2008;2496;33.30247251
Americas;Central America;Guatemala;Persons convicted;Adults;2009;3211;41.54925541
Americas;Central America;Guatemala;Persons convicted;Adults;2010;4343;54.5060967
Americas;Central America;Guatemala;Persons convicted;Adults;2011;6345;77.20513752
Americas;Central America;Guatemala;Persons convicted;Adults;2014;20754;230.9373224
Americas;Central America;Guatemala;Persons convicted;Adults Males;2004;682;23.39425215
Americas;Central America;Guatemala;Persons convicted;Adults Males;2005;1383;46.1888211
Americas;Central America;Guatemala;Persons convicted;Adults Males;2006;1461;47.4277198
Americas;Central America;Guatemala;Persons convicted;Adults Males;2007;1621;51.10723945
Americas;Central America;Guatemala;Persons convicted;Adults Males;2008;2306;70.54891708
Americas;Central America;Guatemala;Persons convicted;Adults Males;2009;3018;89.5368028
Americas;Central America;Guatemala;Persons convicted;Adults Males;2010;4063;116.8172237
Americas;Central America;Guatemala;Persons convicted;Adults Males;2011;5864;163.0477245
Americas;Central America;Guatemala;Persons convicted;Adults Males;2014;16020;403.3497669
Americas;Central America;Guatemala;Persons convicted;Adults Females;2004;127;3.8966773
Americas;Central America;Guatemala;Persons convicted;Adults Females;2005;193;5.742878533
Americas;Central America;Guatemala;Persons convicted;Adults Females;2006;155;4.474524798
Americas;Central America;Guatemala;Persons convicted;Adults Females;2007;126;3.527304275
Americas;Central America;Guatemala;Persons convicted;Adults Females;2008;190;5.155341286
Americas;Central America;Guatemala;Persons convicted;Adults Females;2009;193;5.07419365
Americas;Central America;Guatemala;Persons convicted;Adults Females;2010;279;7.105800014
Americas;Central America;Guatemala;Persons convicted;Adults Females;2011;481;11.85629383
Americas;Central America;Guatemala;Persons convicted;Adults Females;2014;4734;105.9770947
Americas;Central America;Guatemala;Persons convicted;Juveniles;2005;26;0.409912181
Americas;Central America;Guatemala;Persons convicted;Juveniles;2006;33;0.512516905
Americas;Central America;Guatemala;Persons convicted;Juveniles;2007;95;1.455082819
Americas;Central America;Guatemala;Persons convicted;Juveniles;2008;213;3.221538389
Americas;Central America;Guatemala;Persons convicted;Juveniles;2009;320;4.783361555
Americas;Central America;Guatemala;Persons convicted;Juveniles;2010;446;6.593395222
Americas;Central America;Guatemala;Persons convicted;Juveniles;2011;551;8.066269307
Americas;Central America;Guatemala;Persons convicted;Juveniles;2014;1449;20.61565253
Americas;Central America;Guatemala;Persons convicted;Juveniles Males;2006;30;0.919537411
Americas;Central America;Guatemala;Persons convicted;Juveniles Males;2007;93;2.809918953
Americas;Central America;Guatemala;Persons convicted;Juveniles Males;2008;198;5.904238617
Americas;Central America;Guatemala;Persons convicted;Juveniles Males;2009;298;8.777702045
Americas;Central America;Guatemala;Persons convicted;Juveniles Males;2010;420;12.2290145
Americas;Central America;Guatemala;Persons convicted;Juveniles Males;2011;513;14.78684887
Americas;Central America;Guatemala;Persons convicted;Juveniles Males;2014;1041;29.13385144
Americas;Central America;Guatemala;Persons convicted;Juveniles Females;2006;3;0.094450676
Americas;Central America;Guatemala;Persons convicted;Juveniles Females;2007;2;0.062129456
Americas;Central America;Guatemala;Persons convicted;Juveniles Females;2008;15;0.460378591
Americas;Central America;Guatemala;Persons convicted;Juveniles Females;2009;22;0.667704441
Americas;Central America;Guatemala;Persons convicted;Juveniles Females;2010;26;0.780806573
Americas;Central America;Guatemala;Persons convicted;Juveniles Females;2011;38;1.130407699
Americas;Central America;Guatemala;Persons convicted;Juveniles Females;2014;408;11.80735262
Americas;Central America;Guatemala;Persons convicted;National Citizens;2005;4467;34.10957887
Americas;Central America;Guatemala;Persons convicted;National Citizens;2006;3550;26.49845398
Americas;Central America;Guatemala;Persons convicted;National Citizens;2007;3601;26.28412283
Americas;Central America;Guatemala;Persons convicted;National Citizens;2008;4702;33.57044932
Americas;Central America;Guatemala;Persons convicted;National Citizens;2009;6469;45.18654661
Americas;Central America;Guatemala;Persons convicted;Foreign Citizens;2003;45;0.359986234
Americas;Central America;Guatemala;Persons convicted;Foreign Citizens;2004;40;0.312575091
Americas;Central America;Guatemala;Persons convicted;Foreign Citizens;2005;69;0.52687731
Americas;Central America;Guatemala;Persons convicted;Foreign Citizens;2006;62;0.462789901
Americas;Central America;Guatemala;Persons convicted;Foreign Citizens;2007;31;0.226272649
Americas;Central America;Guatemala;Persons convicted;Foreign Citizens;2008;42;0.299863648
Americas;Central America;Guatemala;Persons convicted;Foreign Citizens;2009;54;0.377194855
Americas;Central America;Honduras;Persons brought into Formal Contact;Total;2011;9340;111.834858
Americas;Central America;Honduras;Persons brought into Formal Contact;Total;2012;13087;153.862505
Americas;Central America;Honduras;Persons brought into Formal Contact;Total;2013;13936;160.9649581
Americas;Central America;Honduras;Persons brought into Formal Contact;Total;2015;21895;244.3412323
Americas;Central America;Honduras;Persons brought into Formal Contact;Adults;2011;7060;159.8113411
Americas;Central America;Honduras;Persons brought into Formal Contact;Adults;2012;12173;267.4022333
Americas;Central America;Honduras;Persons brought into Formal Contact;Adults;2013;12874;274.5382122
Americas;Central America;Honduras;Persons brought into Formal Contact;Adults;2015;20624;415.2722073
Americas;Central America;Honduras;Persons brought into Formal Contact;Adults Males;2011;6482;297.1919442
Americas;Central America;Honduras;Persons brought into Formal Contact;Adults Males;2012;11133;494.5986434
Americas;Central America;Honduras;Persons brought into Formal Contact;Adults Males;2013;12132;522.5416058
Americas;Central America;Honduras;Persons brought into Formal Contact;Adults Males;2015;19324;783.8788046
Americas;Central America;Honduras;Persons brought into Formal Contact;Adults Females;2011;573;25.52550011
Americas;Central America;Honduras;Persons brought into Formal Contact;Adults Females;2012;1020;44.06867974
Americas;Central America;Honduras;Persons brought into Formal Contact;Adults Females;2013;705;29.55594395
Americas;Central America;Honduras;Persons brought into Formal Contact;Adults Females;2015;1193;47.1980089
Americas;Central America;Honduras;Persons brought into Formal Contact;Juveniles;2011;622;19.41502105
Americas;Central America;Honduras;Persons brought into Formal Contact;Juveniles;2012;914;28.70771619
Americas;Central America;Honduras;Persons brought into Formal Contact;Juveniles;2013;1062;33.61046672
Americas;Central America;Honduras;Persons brought into Formal Contact;Juveniles;2015;1271;40.88553369
Americas;Central America;Honduras;Persons brought into Formal Contact;Juveniles Males;2011;584;35.85219564
Americas;Central America;Honduras;Persons brought into Formal Contact;Juveniles Males;2012;846;52.25012121
Americas;Central America;Honduras;Persons brought into Formal Contact;Juveniles Males;2013;967;60.1663004
Americas;Central America;Honduras;Persons brought into Formal Contact;Juveniles Males;2015;1140;72.07002172
Americas;Central America;Honduras;Persons brought into Formal Contact;Juveniles Females;2011;38;2.41301402
Americas;Central America;Honduras;Persons brought into Formal Contact;Juveniles Females;2012;68;4.345944882
Americas;Central America;Honduras;Persons brought into Formal Contact;Juveniles Females;2013;90;5.797037971
Americas;Central America;Honduras;Persons brought into Formal Contact;Juveniles Females;2015;123;8.055621776
Americas;Central America;Honduras;Persons brought into Formal Contact;National Citizens;2011;7581;90.77302553
Americas;Central America;Honduras;Persons brought into Formal Contact;National Citizens;2012;11968;140.7065378
Americas;Central America;Honduras;Persons brought into Formal Contact;National Citizens;2013;13318;153.8268737
Americas;Central America;Honduras;Persons brought into Formal Contact;National Citizens;2015;21654;241.651749
Americas;Central America;Honduras;Persons brought into Formal Contact;Foreign Citizens;2011;102;1.22132286
Americas;Central America;Honduras;Persons brought into Formal Contact;Foreign Citizens;2012;1119;13.15596722
Americas;Central America;Honduras;Persons brought into Formal Contact;Foreign Citizens;2013;604;6.976380217
Americas;Central America;Honduras;Persons brought into Formal Contact;Foreign Citizens;2015;201;2.243096035
Americas;Central America;Honduras;Persons brought before the Criminal Court;Total;2011;12106;144.9542603
Americas;Central America;Honduras;Persons brought before the Criminal Court;Total;2015;22263;248.4479952
Americas;Central America;Honduras;Persons brought before the Criminal Court;Total;2016;22730;249.4372682
Americas;Central America;Honduras;Persons convicted;Total;2011;11015;131.8908952
Americas;Central America;Honduras;Persons convicted;Total;2015;4716;52.62905921
Americas;Central America;Honduras;Persons convicted;Total;2016;5900;64.74614529
Americas;Central America;Honduras;Persons convicted;Adults;2011;11053;250.1975572
Americas;Central America;Honduras;Persons convicted;Adults;2015;4716;94.95848184
Americas;Central America;Honduras;Persons convicted;Adults;2016;4750;92.52524576
Americas;Central America;Honduras;Persons convicted;Adults Males;2011;10088;462.5227295
Americas;Central America;Honduras;Persons convicted;Adults Males;2015;4445;180.3115963
Americas;Central America;Honduras;Persons convicted;Adults Males;2016;4502;177.5090302
Americas;Central America;Honduras;Persons convicted;Adults Females;2011;965;42.98797139
Americas;Central America;Honduras;Persons convicted;Adults Females;2015;271;10.72142532
Americas;Central America;Honduras;Persons convicted;Adults Females;2016;248;9.547535369
Americas;Central America;Honduras;Persons convicted;Juveniles;2011;1936;60.43003335
Americas;Central America;Honduras;Persons convicted;Juveniles;2015;560;18.01408251
Americas;Central America;Honduras;Persons convicted;Juveniles;2016;1150;33.30425727
Americas;Central America;Honduras;Persons convicted;Juveniles Males;2015;517;32.68438704
Americas;Central America;Honduras;Persons convicted;Juveniles Males;2016;1055;59.85526939
Americas;Central America;Honduras;Persons convicted;Juveniles Females;2015;43;2.816192979
Americas;Central America;Honduras;Persons convicted;Juveniles Females;2016;95;5.619895139
Americas;Central America;Mexico;Persons brought into Formal Contact;Total;2012;1535230;1270.588025
Americas;Central America;Mexico;Persons brought into Formal Contact;Total;2013;351558;286.901881
Americas;Central America;Mexico;Persons brought into Formal Contact;Total;2014;204586;164.6943849
Americas;Central America;Mexico;Persons brought into Formal Contact;Total;2015;172028;136.6484258
Americas;Central America;Mexico;Persons brought into Formal Contact;Total;2016;92462;72.52674288
Americas;Central America;Mexico;Persons brought into Formal Contact;Adults;2005;1415681;2094.883345
Americas;Central America;Mexico;Persons brought into Formal Contact;Adults;2006;1471101;2127.565753
Americas;Central America;Mexico;Persons brought into Formal Contact;Adults;2007;1587030;2241.412924
Americas;Central America;Mexico;Persons brought into Formal Contact;Adults;2008;1627371;2243.460188
Americas;Central America;Mexico;Persons brought into Formal Contact;Adults;2009;1665791;2241.736962
Americas;Central America;Mexico;Persons brought into Formal Contact;Adults;2010;1705882;2242.189988
Americas;Central America;Mexico;Persons brought into Formal Contact;Adults;2011;1694328;2177.10589
Americas;Central America;Mexico;Persons brought into Formal Contact;Adults;2012;1489295;1872.021997
Americas;Central America;Mexico;Persons brought into Formal Contact;Adults;2013;351558;432.522879
Americas;Central America;Mexico;Persons brought into Formal Contact;Adults;2014;182560;219.9083846
Americas;Central America;Mexico;Persons brought into Formal Contact;Adults;2015;154912;182.7392605
Americas;Central America;Mexico;Persons brought into Formal Contact;Adults;2016;80784;94.58403928
Americas;Central America;Mexico;Persons brought into Formal Contact;Adults Males;2004;186195;591.862047
Americas;Central America;Mexico;Persons brought into Formal Contact;Adults Males;2005;188496;589.0847744
Americas;Central America;Mexico;Persons brought into Formal Contact;Adults Males;2006;184544;565.2251522
Americas;Central America;Mexico;Persons brought into Formal Contact;Adults Males;2007;190563;572.0446573
Americas;Central America;Mexico;Persons brought into Formal Contact;Adults Males;2008;190713;561.0241797
Americas;Central America;Mexico;Persons brought into Formal Contact;Adults Males;2009;209926;605.0182454
Americas;Central America;Mexico;Persons brought into Formal Contact;Adults Males;2012;542108;1465.440933
Americas;Central America;Mexico;Persons brought into Formal Contact;Adults Males;2013;316600;837.314013
Americas;Central America;Mexico;Persons brought into Formal Contact;Adults Males;2014;164583;425.9376001
Americas;Central America;Mexico;Persons brought into Formal Contact;Adults Males;2015;139461;353.2888241
Americas;Central America;Mexico;Persons brought into Formal Contact;Adults Males;2016;75894;188.1743152
Americas;Central America;Mexico;Persons brought into Formal Contact;Adults Females;2004;21676;60.78172488
Americas;Central America;Mexico;Persons brought into Formal Contact;Adults Females;2005;21920;60.25348079
Americas;Central America;Mexico;Persons brought into Formal Contact;Adults Females;2006;21171;57.03254581
Americas;Central America;Mexico;Persons brought into Formal Contact;Adults Females;2007;20990;55.43963152
Americas;Central America;Mexico;Persons brought into Formal Contact;Adults Females;2008;21185;54.87878769
Americas;Central America;Mexico;Persons brought into Formal Contact;Adults Females;2009;23235;59.0381155
Americas;Central America;Mexico;Persons brought into Formal Contact;Adults Females;2012;104796;251.0458627
Americas;Central America;Mexico;Persons brought into Formal Contact;Adults Females;2013;34958;82.10102146
Americas;Central America;Mexico;Persons brought into Formal Contact;Adults Females;2014;17977;41.40376569
Americas;Central America;Mexico;Persons brought into Formal Contact;Adults Females;2015;15451;34.91460891
Americas;Central America;Mexico;Persons brought into Formal Contact;Adults Females;2016;4890;10.84788993
Americas;Central America;Mexico;Persons brought into Formal Contact;Juveniles;2009;11728;27.59038433
Americas;Central America;Mexico;Persons brought into Formal Contact;Juveniles;2012;45935;108.0428449
Americas;Central America;Mexico;Persons brought into Formal Contact;Juveniles;2013;49051;115.5246897
Americas;Central America;Mexico;Persons brought into Formal Contact;Juveniles;2014;22026;51.98557715
Americas;Central America;Mexico;Persons brought into Formal Contact;Juveniles;2015;17116;40.51596643
Americas;Central America;Mexico;Persons brought into Formal Contact;Juveniles;2016;11678;28.32714893
Americas;Central America;Mexico;Persons brought into Formal Contact;Juveniles Males;2009;11087;51.21090203
Americas;Central America;Mexico;Persons brought into Formal Contact;Juveniles Males;2012;31747;146.5370846
Americas;Central America;Mexico;Persons brought into Formal Contact;Juveniles Males;2013;39037;180.39891
Americas;Central America;Mexico;Persons brought into Formal Contact;Juveniles Males;2014;19916;92.21245962
Americas;Central America;Mexico;Persons brought into Formal Contact;Juveniles Males;2015;15353;71.27332608
Americas;Central America;Mexico;Persons brought into Formal Contact;Juveniles Males;2016;11059;52.49152975
Americas;Central America;Mexico;Persons brought into Formal Contact;Juveniles Females;2009;641;3.073176553
Americas;Central America;Mexico;Persons brought into Formal Contact;Juveniles Females;2012;4422;21.20791497
Americas;Central America;Mexico;Persons brought into Formal Contact;Juveniles Females;2013;7507;36.05658275
Americas;Central America;Mexico;Persons brought into Formal Contact;Juveniles Females;2014;2110;10.15814939
Americas;Central America;Mexico;Persons brought into Formal Contact;Juveniles Females;2015;1763;8.515239719
Americas;Central America;Mexico;Persons brought into Formal Contact;Juveniles Females;2016;619;3.070829044
Americas;Central America;Mexico;Persons brought into Formal Contact;National Citizens;2004;209233;195.5529323
Americas;Central America;Mexico;Persons brought into Formal Contact;National Citizens;2005;212159;195.5883122
Americas;Central America;Mexico;Persons brought into Formal Contact;National Citizens;2006;206640;187.6969176
Americas;Central America;Mexico;Persons brought into Formal Contact;National Citizens;2007;210423;188.1526065
Americas;Central America;Mexico;Persons brought into Formal Contact;National Citizens;2008;209401;184.231627
Americas;Central America;Mexico;Persons brought into Formal Contact;National Citizens;2009;202003;174.8864562
Americas;Central America;Mexico;Persons brought into Formal Contact;National Citizens;2012;552130;456.9541804
Americas;Central America;Mexico;Persons brought into Formal Contact;National Citizens;2013;610398;498.1378162
Americas;Central America;Mexico;Persons brought into Formal Contact;National Citizens;2014;814183;655.4278805
Americas;Central America;Mexico;Persons brought into Formal Contact;National Citizens;2015;885577;703.4477117
Americas;Central America;Mexico;Persons brought into Formal Contact;Foreign Citizens;2004;1613;1.507538867
Americas;Central America;Mexico;Persons brought into Formal Contact;Foreign Citizens;2005;1519;1.40035844
Americas;Central America;Mexico;Persons brought into Formal Contact;Foreign Citizens;2006;1205;1.094535355
Americas;Central America;Mexico;Persons brought into Formal Contact;Foreign Citizens;2007;1090;0.974638424
Americas;Central America;Mexico;Persons brought into Formal Contact;Foreign Citizens;2008;1102;0.969542901
Americas;Central America;Mexico;Persons brought into Formal Contact;Foreign Citizens;2009;1405;1.216395157
Americas;Central America;Mexico;Persons brought into Formal Contact;Foreign Citizens;2012;143961;119.145094
Americas;Central America;Mexico;Persons brought into Formal Contact;Foreign Citizens;2013;287496;234.6217216
Americas;Central America;Mexico;Persons brought into Formal Contact;Foreign Citizens;2014;3068;2.469779813
Americas;Central America;Mexico;Persons brought into Formal Contact;Foreign Citizens;2015;3282;2.607018238
Americas;Central America;Mexico;Persons prosecuted;Total;2004;207871;194.2799826
Americas;Central America;Mexico;Persons prosecuted;Total;2005;210416;193.9814493
Americas;Central America;Mexico;Persons prosecuted;Total;2006;205715;186.8567141
Americas;Central America;Mexico;Persons prosecuted;Total;2007;211553;189.1630115
Americas;Central America;Mexico;Persons prosecuted;Total;2008;211898;186.4284951
Americas;Central America;Mexico;Persons prosecuted;Total;2009;233161;201.8618586
Americas;Central America;Mexico;Persons prosecuted;Total;2010;212092;180.7824024
Americas;Central America;Mexico;Persons prosecuted;Total;2011;184711;155.1020015
Americas;Central America;Mexico;Persons prosecuted;Total;2012;303068;250.8253302
Americas;Central America;Mexico;Persons prosecuted;Total;2013;896683;731.7712565
Americas;Central America;Mexico;Persons prosecuted;Total;2014;1159968;933.7892927
Americas;Central America;Mexico;Persons prosecuted;Total;2015;1077197;855.6588131
Americas;Central America;Mexico;Persons prosecuted;Total;2016;1015716;796.7226879
Americas;Central America;Mexico;Persons prosecuted;Adults;2013;850185;1045.985197
Americas;Central America;Mexico;Persons prosecuted;Adults;2014;1115187;1343.333543
Americas;Central America;Mexico;Persons prosecuted;Adults;2015;1037048;1223.33573
Americas;Central America;Mexico;Persons prosecuted;Adults;2016;978179;1145.27779
Americas;Central America;Mexico;Persons prosecuted;Adults Males;2013;697017;1843.405248
Americas;Central America;Mexico;Persons prosecuted;Adults Males;2014;904700;2341.345988
Americas;Central America;Mexico;Persons prosecuted;Adults Males;2015;841302;2131.223742
Americas;Central America;Mexico;Persons prosecuted;Adults Males;2016;777423;1927.570567
Americas;Central America;Mexico;Persons prosecuted;Adults Females;2013;153168;359.7245053
Americas;Central America;Mexico;Persons prosecuted;Adults Females;2014;210487;484.7835806
Americas;Central America;Mexico;Persons prosecuted;Adults Females;2015;195746;442.3270362
Americas;Central America;Mexico;Persons prosecuted;Adults Females;2016;200756;445.353577
Americas;Central America;Mexico;Persons prosecuted;Juveniles;2013;46498;109.5118759
Americas;Central America;Mexico;Persons prosecuted;Juveniles;2014;44781;105.6917339
Americas;Central America;Mexico;Persons prosecuted;Juveniles;2015;40149;95.03829961
Americas;Central America;Mexico;Persons prosecuted;Juveniles;2016;37537;91.05293623
Americas;Central America;Mexico;Persons prosecuted;Juveniles Males;2013;39001;180.2325458
Americas;Central America;Mexico;Persons prosecuted;Juveniles Males;2014;37021;171.4097945
Americas;Central America;Mexico;Persons prosecuted;Juveniles Males;2015;32244;149.686519
Americas;Central America;Mexico;Persons prosecuted;Juveniles Males;2016;29149;138.3556923
