Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019
Cyprus;CYP;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;3615.833493;4248.055223;5022.733303;5558.577049;5842.449786;6107.063511;6109.099099;6730.946042;7160.878458;7387.174412;7729.414937;7773.773968;8108.465593;8865.876946;9343.763048;9965.633043;10673.9681;10723.92564;9982.47353;10446.25221;13240.2102;13514.51099;13655.79335;14461.90672;14898.30905;15923.24655;16625.80693;16943.16402;17468.24535;18475.96424;18923.85855;19339.53148;20777.65632;21926.72673;19952.94201;20029.93365;19433.95934;18909.19365;17869.76689;18253.93156;18802.76128;19554.07005;20163.74952;20686.37618;
Czech Republic;CZE;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6827.609798;5377.505194;5845.349992;5911.90996;6156.923058;6446.834373;6940.643762;7148.842834;7111.810436;7337.462509;7475.909694;7718.248178;7961.90878;8345.003217;8633.030872;8904.622339;9215.937288;9545.848269;9740.40726;9624.562975;9697.449859;9701.895406;9570.847731;9616.865812;9779.434732;10120.79407;10468.77218;10884.773;11217.63934;
Germany;DEU;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;11191.17167;11783.05686;12358.43583;12673.3166;12645.38114;13165.94274;13789.47931;14408.39851;14938.21939;15418.69681;15619.03318;15537.16061;15395.52368;15653.08907;16013.97071;16347.05631;16964.13457;17541.51304;17937.48409;18339.88362;18949.8055;19632.89286;20054.69154;19935.60722;20148.98412;20400.81033;20666.5483;20789.91647;21086.57759;21621.02973;21949.36029;22174.74627;21829.59253;21909.58774;22054.91456;22234.76513;22560.8981;22535.1738;22656.00297;22691.50632;22887.70088;23749.41383;24057.97029;24079.1997;24230.91883;24482.32418;24836.7746;25075.5968;25312.00583;
Djibouti;DJI;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dominica;DMA;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Denmark;DNK;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;13818.55897;14632.65685;15066.20085;15839.29157;16110.76829;16133.40373;16049.56699;17159.96151;16692.98112;17167.96171;18430.83382;18738.02029;19002.89613;19151.88076;18700.60263;18470.96;18744.83154;19116.46674;19799.19828;20679.63161;22124.41945;21675.78095;21268.19081;21323.05523;21458.93613;21750.60646;22234.95098;21970.23654;23354.06021;23622.74717;24066.10579;24672.27514;25161.12278;25047.98158;25060.92615;25028.33685;25309.24032;25577.26136;26696.81167;27607.97148;28328.53563;28702.11263;28673.89674;27542.00919;27634.80446;27597.14991;27634.38733;27596.3094;27706.97653;28139.36088;28596.99963;28868.65663;29467.70744;
Dominican Republic;DOM;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;1014.749337;985.3799113;1158.323261;1225.735296;1280.673562;1056.24643;1221.007227;1233.506366;1212.540025;1262.746619;1443.874398;1469.768711;1493.842639;1608.187059;1675.335779;1738.920417;1786.982948;1843.023052;1796.467747;1713.593586;2010.815876;1966.714763;2006.493225;2017.227948;2022.078468;1946.423866;1988.383896;2184.437296;2305.20829;2378.938664;2121.641422;2142.055986;2378.100304;2432.791998;2389.727968;2491.432;2537.471994;2695.072555;2734.374721;2850.175856;2901.005225;2901.999775;2966.944772;2848.502988;2885.485365;3205.211801;3449.961084;3603.125;3751.340427;3912.128499;4129.952871;4256.966713;4286.418105;4330.549728;4507.897627;4743.68095;4973.845506;5133.245038;5366.579258;
Algeria;DZA;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;774.4533065;573.7434988;447.7967021;773.4715025;824.8815124;846.4300585;664.2980385;648.6940443;680.3131729;712.5614658;767.807906;790.0737648;902.9465505;891.3933556;1083.937985;1172.727644;1231.764957;1327.391015;1289.307581;1372.431499;1469.628598;1550.492513;1531.899019;1579.762808;1611.634744;1662.140315;1599.538947;1465.74132;1300.56581;1407.609745;1323.601644;1196.274727;1224.789935;1167.616771;1137.219105;1138.85957;1092.180536;1051.488999;1057.542731;1073.451472;1084.383454;1120.575158;1151.739285;1187.171473;1245.441645;1283.522283;1305.251208;1353.271408;1421.838483;1482.81405;1537.841279;1599.698919;1647.224002;1695.290875;1734.254952;1765.409612;1786.639324;1781.982976;1795.472475;
East Asia & Pacific (excluding high income);EAP;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;626.5452969;678.7245155;707.3705976;706.8788341;748.7117715;804.9348772;844.7949739;900.3120862;947.9941458;1011.277324;1090.883531;1168.153686;1283.075146;1377.651057;1474.878371;1608.695462;1791.481236;1935.067582;2059.09552;2195.35446;2341.05438;2498.843291;2639.523155;2846.477951;
Early-demographic dividend;EAR;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;645.4066219;648.6813746;654.2039582;672.7864853;702.9796879;750.9362085;756.329644;777.6959707;796.2962736;814.9419318;839.5672963;847.1056568;862.2689069;878.0376251;886.6352689;922.4391435;955.3236189;972.2646128;1000.7995;1012.088477;1071.462375;1104.819406;1083.933399;1074.264367;1082.860609;1080.829723;1073.394747;1070.597401;1074.971735;1077.949603;1111.833117;1132.469464;1153.843437;1169.08327;1182.710649;1190.315952;1224.936254;1268.448761;1285.030448;1299.697069;1326.332633;1333.093905;1330.826016;1364.340595;1431.330502;1502.800626;1552.252713;1630.143277;1662.421703;1642.520073;1707.418787;1785.246872;1837.182718;1896.794037;1933.966746;1986.564566;2031.648353;2093.965321;2138.175145;
East Asia & Pacific;EAS;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;1329.718326;1365.440619;1440.047232;1524.314702;1516.300331;1552.485111;1575.059347;1620.626193;1681.739693;1760.383193;1769.028201;1801.778862;1855.132375;1896.290239;1930.785701;1969.951263;2017.420765;2076.827243;2156.998332;2241.348286;2331.486835;2370.256712;2412.473026;2441.429724;2498.814373;2569.767153;2652.130921;2688.411092;2648.130591;2720.766777;2810.142133;2877.876806;2957.215347;3005.01058;3089.216993;3191.226203;3285.463395;3423.258428;3493.093812;3556.000874;3724.937215;3896.998315;4060.710076;4210.366146;4324.511144;4459.253455;4606.238147;4758.572392;4961.829898;
Europe & Central Asia (excluding high income);ECA;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2412.905261;2296.878363;2249.228746;2250.992661;2167.515453;2177.304124;2168.664226;2260.722209;2258.148199;2224.09719;2349.413028;2415.040357;2575.149834;2781.518438;3090.020449;3396.477973;3711.577869;4116.49884;4394.512234;4163.454638;4386.89894;4731.257763;4979.702873;5236.49367;5311.404323;5120.368812;5155.00462;5377.006739;5478.791989;
Europe & Central Asia;ECS;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;6093.004887;6321.218833;6590.576439;6871.169854;6921.997857;6994.563851;7228.344624;7374.419065;7554.264148;7779.94483;7864.273438;7848.827924;7867.364532;7926.074092;8001.474167;8153.964676;8429.684797;8690.407984;8965.462718;9202.388311;9428.563296;9478.336046;9580.852529;9552.317459;9665.221753;9808.200734;10010.54957;10268.88609;10565.42087;10872.50378;11229.06484;11458.63032;11652.91587;11887.95305;12222.93224;12558.66673;12894.0175;13271.07106;13393.42213;13106.40852;13287.24496;13452.5046;13483.63786;13568.60518;13692.47826;13801.29317;14033.1513;14315.80856;14508.55119;
Ecuador;ECU;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;1327.278652;1358.456244;1409.826006;1409.686728;1487.223508;1481.217206;1448.68094;1453.623961;1478.800565;1514.427671;1598.203923;1633.258298;1554.59701;1585.011076;1784.601294;1980.399995;2068.208896;2088.167234;2080.107565;2186.485711;2297.427745;2404.048781;2417.58382;2269.442474;2253.454686;2286.742278;2236.513777;2321.66671;2203.09968;2154.098115;2232.910228;2269.624332;2240.886406;2260.090279;2309.358677;2349.54831;2328.850004;2416.356805;2530.399619;2178.271267;2154.401077;2273.676997;2392.187138;2422.299454;2535.204885;2603.518045;2671.696753;2738.712581;2839.16224;2765.64028;2931.967355;3035.268112;3076.019239;3148.971868;3185.496982;3131.493642;3004.290787;3061.648222;3087.873171;
Egypt, Arab Rep.;EGY;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;883.5932401;893.8386097;919.0895417;952.0179597;983.3173437;1011.123478;1044.953421;1039.449413;1041.17898;1048.659624;1067.32994;1073.382786;1079.051783;1077.364504;1039.521068;1013.543406;1124.296256;1125.914662;1087.935747;1003.59371;1089.549504;1055.730626;1054.805809;1114.050298;1154.860114;1180.087578;1195.544824;1210.158664;1235.368075;1258.867114;1283.667404;1305.126044;1319.46269;1331.561261;1360.110753;1377.467064;1403.866887;1433.81779;1461.211669;1497.25183;1542.071666;1573.277285;1574.844151;1581.794096;1585.672107;1632.494688;1707.042983;1793.758475;1863.11811;1932.310968;1972.324193;2037.90803;2122.460379;2144.094699;2188.34119;2206.48393;2260.086289;2306.048163;2284.536219;
Euro area;EMU;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;9875.448015;10317.51291;10772.52015;11260.56117;11448.10797;11649.24112;12151.38492;12507.73647;12838.46648;13269.44523;13509.31628;13523.70836;13591.05816;13687.17292;13841.39193;14107.73588;14566.81267;15050.79399;15527.78566;16030.99116;16471.40852;16841.05475;17096.52056;16897.31764;17118.64771;17381.84125;17698.94739;18003.88505;18552.3297;19127.93828;19626.58935;19914.72288;19974.25629;20102.11462;20342.76895;20640.25072;20967.16338;21237.91184;21191.01018;20887.41587;21018.96327;21085.98685;20818.3385;20616.35105;20730.2418;21050.34164;21398.13724;21725.926;21985.49407;
Eritrea;ERI;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1257.914145;1143.196236;1414.361951;1271.017788;1399.079107;1645.93389;1230.761068;922.6554661;690.014419;741.1404669;819.2313617;813.3409768;896.4565654;793.811943;725.7954793;660.4817495;564.828564;617.243195;570.0953662;463.1551621;;;;;;;;
Spain;ESP;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;8341.257834;8661.690877;9277.603421;9891.338563;10282.80814;10355.34047;10820.28162;10870.13034;10862.89814;10907.50807;11043.79536;10856.00797;10795.35171;10784.65865;10718.58333;10923.67745;11261.68497;11901.10908;12456.79182;13112.2034;13558.69367;13914.63858;14147.61574;13806.65795;13890.09757;14065.89528;14350.76771;14695.01701;15279.47513;15947.83709;16581.03764;17104.54953;17383.4559;17475.82368;17873.77117;18300.73812;18711.02467;18991.31968;18559.53331;17734.96151;17718.69838;17221.16789;16638.91613;16211.4909;16534.71922;17035.29945;17479.57082;17958.30265;18238.76998;
Estonia;EST;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3064.379393;3157.989929;3378.03591;3764.368808;4311.966405;4509.284208;4515.078505;4809.947028;5175.034597;5714.726822;6306.586126;6857.203541;7565.048693;8585.094697;9352.932904;8958.923107;7748.518323;7696.150815;7990.434172;8370.071759;8699.435396;9039.14425;9481.926451;9911.846387;10175.45244;10580.0076;
Ethiopia;ETH;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
European Union;EUU;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;8572.127053;8912.353668;9312.429307;9741.183951;9841.19444;9980.970763;10349.79272;10579.43114;10878.6466;11244.07823;11392.41119;11401.56548;11466.81492;11589.98514;11739.75651;11995.17517;12445.99531;12885.89736;13366.42893;13786.96712;14117.37056;14273.81515;14494.97862;14448.21164;14699.61944;14949.49006;15300.74993;15645.81313;16153.95722;16688.32433;17196.97457;17542.56406;17753.18482;17995.33813;18333.30884;18673.77421;19011.99245;19361.59125;19380.51199;19055.72454;19196.5943;19256.46982;19125.67094;19076.75348;19263.0683;19633.09368;20056.93955;20430.35955;20727.54829;
Fragile and conflict affected situations;FCS;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;964.0460868;;;;;;;;;
Finland;FIN;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;9787.052795;9944.518331;10709.14167;11276.7373;11414.00778;11714.7948;11899.87211;11797.02454;12037.30703;12705.56965;12984.77897;13119.07448;13715.81699;14058.17126;14444.45975;14970.8789;15537.93694;16221.10968;17072.59699;17805.82818;17674.99638;17046.97161;16241.95615;15733.01486;16072.95249;16800.76083;17376.6045;17931.06678;18746.26079;19328.4127;19693.8775;20176.25309;20630.37765;21430.56814;22169.9536;22795.79066;23598.7551;24321.46674;24684.83972;23849.39489;24451.96766;25043.33673;25020.3565;24775.31449;24822.6886;25208.27498;25730.73838;25915.92142;26337.99862;
Fiji;FJI;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;FRA;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;7028.267517;7327.639996;7749.537041;8178.719832;8510.618329;8733.811096;9046.181449;9399.291422;9720.159744;10266.56914;10655.00859;11161.508;11632.18934;12191.45735;12437.98078;12601.12692;13217.40466;13493.74828;13960.32916;14374.46531;14481.21808;14695.77684;15096.20652;15138.53898;15151.96074;15348.21837;15820.06106;16245.35349;16690.40566;17128.42494;17484.5904;17501.55462;17610.5783;17524.23685;17751.59159;17992.19244;18280.03387;18313.51074;18973.36555;19529.84564;20107.62426;20464.57033;20739.32692;20898.74551;21150.18994;21498.88486;21807.10701;22244.23571;22235.7689;22189.09223;22495.63033;22525.36999;22321.75583;22320.28184;22395.54328;22632.15303;22943.19558;23260.92384;23427.22307;
Faroe Islands;FRO;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25052.553;;;;;;;;;
Micronesia, Fed. Sts.;FSM;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gabon;GAB;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;1017.877758;1090.93083;1202.170306;1551.916805;1619.001458;1842.120444;1612.689984;1995.612457;1984.98921;2025.503508;2090.346182;2215.135177;2341.295194;2671.659395;2208.881869;2262.6387;2570.137005;2791.193799;3761.007202;3322.341673;3281.587908;3528.111946;3076.893756;3676.943885;3277.361259;3006.598368;3633.471551;2967.871866;2541.294385;3349.350864;3159.252275;3014.832877;2865.237314;2767.011898;2408.916365;2386.696673;2105.940458;2038.637648;2406.583863;2483.771386;2532.887541;2465.89241;2459.598406;2407.404667;2413.184212;2467.146383;2547.055673;2562.297086;2566.350373;2608.491194;2709.031483;2800.21242;2863.835436;2982.399547;3036.127596;3056.937776;3033.506538;2962.228547;2874.573486;
United Kingdom;GBR;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;9935.5191;10209.34716;10822.01588;11399.28148;11207.16107;11193.04652;11250.94233;11209.89777;11809.25295;12313.81909;12288.71718;12304.42845;12443.25511;12961.0045;13240.0889;13723.33116;14576.55063;15346.12858;16499.85494;17031.33731;17146.05682;16740.45082;16958.41954;17651.33495;18226.06259;18571.26008;19208.65217;20059.43986;20852.8033;21713.53013;22617.90321;23330.73958;23985.73095;24685.17767;25333.74089;25804.03605;26028.31731;26437.91715;26128.5319;25221.98569;25337.22932;25138.05043;25362.61958;25869.18908;26262.93279;26832.8056;27613.33911;28025.73578;28285.23981;
Georgia;GEO;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2625.252694;2822.683435;2970.352591;2976.956138;3071.68601;3071.388538;3052.427827;3091.856015;;
Ghana;GHA;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;920.1145535;950.8111488;1066.726593;1062.286006;1215.5148;1256.754246;1305.488649;1528.324073;1554.614341;1514.774383;1442.289375;1570.112106;1530.911846;
Gibraltar;GIB;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guinea;GIN;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;584.9264683;607.3557651;575.5083636;561.6870462;537.7415664;547.2866784;578.7138125;618.8803151;593.3979026;619.7109291;645.5984672;634.2435693;640.3263079;
Gambia, The;GMB;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;764.5977642;746.1751008;697.1371442;726.9778235;767.3124191;774.9123613;803.0498079;731.6424696;700.9313161;744.6091829;741.2673181;781.5592039;745.7454798;752.8819588;805.2210888;
Guinea-Bissau;GNB;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479.799408;533.9810332;533.9879696;490.006274;514.1219401;483.8167628;499.8340748;492.8460787;508.9709612;509.35154;559.4839556;530.4198193;516.0126856;511.0295832;477.0661949;516.4994711;557.9229693;634.5478315;642.4382698;
Equatorial Guinea;GNQ;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2270.377042;3640.564397;3814.767696;4025.138417;3904.117122;4043.174666;4021.384581;4109.898124;4641.10447;4612.06282;4514.47465;4464.53797;4475.522806;4557.57976;
Greece;GRC;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;3791.73034;4026.042244;4162.154594;4378.590404;4808.328065;5122.076197;5439.709689;5777.186521;6189.487439;6555.948262;7126.962206;7479.975986;7877.906738;8320.433802;8206.649759;8737.435331;9093.790347;9766.646701;10403.53227;10863.82861;10806.57827;10636.87178;10929.82843;11094.29572;11081.33082;11094.78606;10894.36308;11147.36294;11779.62965;12454.85279;12646.56255;12856.76217;13048.9108;12873.12575;13057.95114;13325.0247;13621.30096;14159.02837;14723.69981;15180.3049;15499.8406;15978.20552;16729.31934;17445.99175;18030.5794;18557.53753;19016.58934;19741.38597;20394.68535;20001.40322;18673.46543;16878.18087;15608.23808;15317.93216;15516.36669;15590.16652;15651.74515;15816.87175;16031.09904;
Grenada;GRD;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Greenland;GRL;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15645.00592;17085.15667;18180.36268;18737.082;19034.74528;19129.44743;19269.10227;18999.2226;19078.93005;18928.02213;18828.89337;19025.69266;19121.91675;19381.27746;19639.68869;19905.72842;
Guatemala;GTM;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;1309.356563;1327.555936;1363.111732;1410.376028;1440.289788;1440.319796;1447.603268;1475.613307;1497.952601;1536.836857;1580.150434;1624.946067;1684.1969;1731.779995;1748.89989;1754.06194;1824.728785;1922.201653;1969.351927;2003.528514;2020.899226;1998.054021;1890.35361;1818.06275;1793.854547;1744.769744;1717.860007;1743.381864;1773.1117;1784.42258;1778.751244;1813.724264;1855.097564;1890.07192;1936.13764;1991.448466;2001.409359;2035.399679;2081.414353;2107.503102;2132.04142;2161.757707;2182.587927;2213.946047;2245.955564;2288.564067;2341.91567;2413.505939;2463.442925;2403.010792;2432.460811;2467.31552;2491.165406;2529.573622;2574.309014;2668.621357;2724.906715;2766.750796;2830.820062;
Guam;GUM;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17677.93943;16365.79842;17100.73574;17835.06517;17245.9439;17364.52926;17783.05954;17882.6251;17661.37327;17893.82736;18505.13553;18482.9624;18538.78483;18586.75508;18759.68051;19002.14188;18825.57941;
Guyana;GUY;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2651.960538;2885.544929;3013.425812;3246.750041;2976.371937;2889.548323;2350.616035;2616.755965;2250.044712;
High income;HIC;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;10262.97632;10611.37801;11141.84474;11662.48816;11622.88111;11792.40861;12235.01002;12545.00262;12933.92638;13287.42197;13307.83855;13370.33405;13482.97356;13825.25975;14175.41446;14615.11169;15113.08045;15582.78231;16140.86904;16606.34271;16953.05722;17034.20943;17398.43314;17566.60802;17958.29444;18259.37525;18685.43973;19101.47279;19584.65571;20239.3274;20890.26223;21239.4259;21542.44796;21864.8301;22347.8154;22820.45379;23252.64685;23637.48844;23532.86711;23085.18953;23320.2212;23500.35024;23604.40158;23766.05554;24073.52914;24519.0242;24918.72733;25353.58807;25774.06396;
Hong Kong SAR, China;HKG;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;1929.905726;2048.125217;2172.538803;2309.186251;2542.475577;2826.675944;2794.975382;3010.474017;3218.203446;3471.464522;3834.559477;4047.308477;4453.360931;4237.097835;4311.861932;4578.984968;5267.952936;6056.935736;6276.78635;6855.303265;7205.356644;7465.60206;7920.948793;8302.542522;8571.197686;9191.088209;10067.87341;10919.10461;11220.17946;11884.53206;12877.62347;13865.83619;14699.12149;15305.74937;15250.0917;15131.38321;15837.22103;14842.3172;14854.91541;15389.46693;15490.38831;15260.56732;15052.60107;16000.14679;16494.93976;17388.35308;18730.41379;18972.36042;18965.46463;19977.74896;21509.28059;22145.90993;23076.10382;23679.89691;24597.13531;24933.10338;26121.7418;27337.05641;
Honduras;HND;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1206.120899;1227.754129;1246.376293;1268.827614;1299.696931;1346.932152;1430.362253;1483.353017;1494.729999;1464.618977;1487.632679;1511.535024;1546.96108;1576.451011;1588.380382;1621.861001;1658.00261;1706.602481;1751.982045;
Heavily indebted poor countries (HIPC);HPC;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;471.5537386;477.9037188;492.0041197;503.0088032;520.4745286;529.1302819;535.5628534;543.5410734;562.7817432;560.1477864;564.1854251;585.8006973;593.0016344;604.4902808;605.8317046;611.4414003;607.8346372;
Croatia;HRV;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5253.105331;5424.715728;6097.479562;6024.255349;5872.900785;6200.263513;6779.604167;7420.264821;7762.986217;8114.196172;8474.858333;8581.898592;9015.124811;9288.367557;8475.3199;8365.406703;8483.739542;8307.265266;8203.436863;8036.408107;8132.654417;8446.401557;8815.326475;9177.632567;
Haiti;HTI;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;774.5035015;739.5117274;679.9258306;685.8564981;688.4487476;675.0113804;671.5917503;661.9524702;661.1121099;
Hungary;HUN;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4965.349283;5055.305619;5282.577585;5313.841838;4931.103318;4818.900352;4926.815887;5176.995022;5537.132891;5723.701351;5997.180335;6488.409484;7055.413622;7213.373474;7434.450512;7561.406364;7651.831143;7567.691821;7070.118199;6888.560176;6950.481031;6816.535973;6838.028037;7017.545771;7304.982599;7682.706778;8068.933029;8472.649111;
IBRD only;IBD;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1227.167206;1245.891771;1251.455173;1269.222124;1296.461278;1322.011759;1362.211719;1406.795121;1418.314071;1437.224535;1494.211947;1527.570182;1565.319292;1616.73614;1710.654607;1816.102965;1918.832855;2063.171028;2164.802327;2186.151667;2312.206924;2472.740569;2587.383443;2695.77359;2780.903307;2833.121032;2909.446975;3016.878254;3142.842262;
IDA & IBRD total;IBT;Households and NPISHs Final consumption expenditure per capita (constant 2010 US$);NE.CON.PRVT.PC.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1085.355995;1099.389552;1106.949239;1117.026197;1134.20061;1155.296101;1190.23262;1224.009026;1231.175597;1243.730154;1286.803421;1321.799604;1353.099328;1394.964818;1469.50266;1557.774963;1632.192748;1754.881612;1824.335115;1844.316863;1940.993915;2060.592082;2146.865357;2236.907085;2299.278802;2336.096228;2388.280872;2466.904433;2561.477169;
