"country","country_text_id","year","regions","na_count","classification_core","freedom","equality","control","FKM_3_cluster","FKM_3_mb_FeC","FKM_3_mb_fEC","FKM_3_mb_FEc","FKM_4_cluster","FKM_4_mb_fEc","FKM_4_mb_FEc","FKM_4_mb_fEC","FKM_4_mb_FeC","FKM_5_cluster","FKM_5_mb_FEC","FKM_5_mb_fEc","FKM_5_mb_Fec","FKM_5_mb_FeC","FKM_5_mb_fEC","FKM_6_cluster","FKM_6_mb_FeC","FKM_6_mb_FEC","FKM_6_mb_Fec","FKM_6_mb_fEC","FKM_6_mb_fEc","FKM_6_mb_FEc"
"Brazil","BRA",1996,"Latin America",0,"Deficient Democracy",0.705731592066144,0.763887531131827,0.81608840613977,"fEC",0.197,0.594,0.209,"fEC",0.09,0.058,0.794,0.059,"fEC",0.111,0.068,0.037,0.047,0.737,"fEC",0.036,0.124,0.028,0.694,0.066,0.051
"Brazil","BRA",1997,"Latin America",0,"Deficient Democracy",0.705731592066144,0.763887531131827,0.81608840613977,"fEC",0.197,0.594,0.209,"fEC",0.09,0.058,0.794,0.059,"fEC",0.111,0.068,0.037,0.047,0.737,"fEC",0.036,0.124,0.028,0.694,0.066,0.051
"Brazil","BRA",1998,"Latin America",0,"Deficient Democracy",0.705309622803848,0.768984710915496,0.81608840613977,"fEC",0.178,0.62,0.202,"fEC",0.08,0.049,0.824,0.047,"fEC",0.094,0.058,0.03,0.036,0.781,"fEC",0.028,0.102,0.023,0.744,0.059,0.044
"Brazil","BRA",1999,"Latin America",0,"Deficient Democracy",0.705309622803848,0.768984710915496,0.81608840613977,"fEC",0.178,0.62,0.202,"fEC",0.08,0.049,0.824,0.047,"fEC",0.094,0.058,0.03,0.036,0.781,"fEC",0.028,0.102,0.023,0.744,0.059,0.044
"Brazil","BRA",2000,"Latin America",0,"Deficient Democracy",0.71195687733661,0.773716881969545,0.818582418323063,"fEC",0.174,0.624,0.202,"fEC",0.075,0.046,0.836,0.043,"fEC",0.1,0.06,0.031,0.037,0.772,"fEC",0.03,0.116,0.025,0.718,0.063,0.048
"Brazil","BRA",2001,"Latin America",0,"Deficient Democracy",0.709878194870539,0.773716881969545,0.823673097395294,"fEC",0.185,0.61,0.204,"fEC",0.086,0.053,0.808,0.053,"fEC",0.095,0.06,0.032,0.039,0.774,"fEC",0.029,0.099,0.023,0.748,0.058,0.043
"Brazil","BRA",2002,"Latin America",0,"Working Democracy",0.708120566495656,0.803637320780256,0.822956274377196,"fEC",0.096,0.755,0.149,"fEC",0.039,0.018,0.929,0.014,"fEC",0.006,0.005,0.002,0.002,0.985,"fEC",0.003,0.012,0.003,0.964,0.012,0.007
"Brazil","BRA",2003,"Latin America",0,"Working Democracy",0.706401679107183,0.808319141975626,0.830947066185211,"fEC",0.108,0.734,0.158,"fEC",0.064,0.03,0.882,0.024,"fEC",0.012,0.01,0.004,0.004,0.971,"fEC",0,0.001,0,0.998,0.001,0
"Brazil","BRA",2004,"Latin America",0,"Working Democracy",0.706401679107183,0.808691630746668,0.830947066185211,"fEC",0.107,0.735,0.158,"fEC",0.064,0.03,0.882,0.024,"fEC",0.011,0.009,0.004,0.004,0.972,"fEC",0,0.001,0,0.998,0.001,0
"Brazil","BRA",2005,"Latin America",0,"Working Democracy",0.743551651881218,0.817186541157624,0.869447487175397,"fEC",0.184,0.614,0.202,"fEC",0.097,0.058,0.786,0.059,"fEC",0.081,0.056,0.029,0.036,0.798,"fEC",0.023,0.069,0.018,0.81,0.047,0.033
"Brazil","BRA",2006,"Latin America",2,"Working Democracy",0.738403891844106,0.822651124090599,0.867126092963674,"fEC",0.161,0.647,0.192,"fEC",0.09,0.051,0.812,0.048,"fEC",0.058,0.043,0.02,0.024,0.856,"fEC",0.012,0.039,0.01,0.888,0.03,0.02
"Brazil","BRA",2007,"Latin America",2,"Working Democracy",0.747604403329165,0.818774877898411,0.864313263939683,"fEC",0.169,0.635,0.196,"fEC",0.079,0.047,0.83,0.044,"fEC",0.074,0.049,0.025,0.029,0.823,"fEC",0.02,0.071,0.017,0.814,0.046,0.033
"Brazil","BRA",2008,"Latin America",2,"Working Democracy",0.7489106586755,0.821697484389682,0.864313263939683,"fEC",0.16,0.648,0.192,"fEC",0.073,0.042,0.846,0.039,"fEC",0.067,0.045,0.022,0.025,0.841,"fEC",0.018,0.065,0.015,0.829,0.043,0.03
"Brazil","BRA",2009,"Latin America",2,"Working Democracy",0.751340085776841,0.817270093541354,0.864313263939683,"fEC",0.176,0.623,0.201,"fEC",0.08,0.049,0.824,0.047,"fEC",0.087,0.056,0.029,0.034,0.794,"fEC",0.026,0.092,0.021,0.767,0.055,0.04
"Brazil","BRA",2010,"Latin America",2,"Working Democracy",0.741824921092963,0.827350600782575,0.86707981412861,"fEC",0.149,0.666,0.186,"fEC",0.079,0.043,0.838,0.039,"fEC",0.046,0.035,0.016,0.018,0.885,"fEC",0.009,0.029,0.008,0.915,0.024,0.015
"Brazil","BRA",2011,"Latin America",2,"Working Democracy",0.74619447792507,0.823057136602562,0.867180667078362,"fEC",0.162,0.645,0.193,"fEC",0.08,0.046,0.83,0.043,"fEC",0.063,0.044,0.021,0.025,0.848,"fEC",0.016,0.052,0.013,0.857,0.037,0.025
"Brazil","BRA",2012,"Latin America",2,"Working Democracy",0.748530059881978,0.824504756065486,0.85819099377661,"fEC",0.135,0.686,0.179,"fEC",0.052,0.028,0.896,0.024,"fEC",0.051,0.034,0.016,0.016,0.882,"fEC",0.014,0.058,0.013,0.846,0.04,0.027
"Brazil","BRA",2013,"Latin America",2,"Working Democracy",0.737647080456396,0.823431617721391,0.861285740990253,"fEC",0.144,0.673,0.183,"fEC",0.075,0.04,0.849,0.036,"fEC",0.042,0.031,0.014,0.016,0.897,"fEC",0.008,0.027,0.007,0.923,0.022,0.014
"Brazil","BRA",2014,"Latin America",0,"Working Democracy",0.732754850575133,0.816906578225576,0.86589448028886,"fEC",0.172,0.631,0.197,"fEC",0.1,0.058,0.785,0.057,"fEC",0.068,0.051,0.025,0.03,0.827,"fEC",0.016,0.047,0.013,0.861,0.037,0.025
"Brazil","BRA",2015,"Latin America",0,"Working Democracy",0.734899440502244,0.822820746774825,0.859395754329099,"fEC",0.14,0.679,0.181,"fEC",0.074,0.04,0.851,0.035,"fEC",0.039,0.029,0.013,0.014,0.905,"fEC",0.007,0.022,0.006,0.936,0.018,0.012
"Brazil","BRA",2016,"Latin America",0,"Deficient Democracy",0.650895229262919,0.713580327043068,0.748587192219688,"fEC",0.147,0.661,0.192,"fEC",0.055,0.032,0.886,0.027,"fEC",0.105,0.06,0.029,0.031,0.774,"fEC",0.029,0.14,0.027,0.675,0.074,0.055
"Brazil","BRA",2017,"Latin America",0,"Deficient Democracy",0.642904522200631,0.728717860761368,0.693715583712404,"fEC",0.016,0.907,0.077,"fEc",0.501,0.082,0.39,0.027,"FEC",0.4,0.338,0.051,0.024,0.187,"fEc",0.021,0.195,0.041,0.13,0.385,0.228
"Barbados","BRB",1966,"Small island states",2,"Deficient Democracy",0.730810745661108,0.72386832407303,0.684396883411438,"FEc",0.047,0.052,0.901,"FEc",0.006,0.989,0.003,0.002,"Fec",0.211,0.062,0.676,0.026,0.026,"Fec",0.029,0.166,0.459,0.029,0.055,0.263
"Barbados","BRB",1967,"Small island states",2,"Working Democracy",0.765074057237419,0.766925866855851,0.692405284414422,"FEc",0.073,0.093,0.833,"FEc",0.109,0.818,0.04,0.033,"Fec",0.136,0.081,0.728,0.027,0.028,"Fec",0.028,0.1,0.519,0.029,0.063,0.261
"Barbados","BRB",1968,"Small island states",2,"Working Democracy",0.766643468471302,0.759390267652129,0.692405284414422,"FEc",0.083,0.094,0.823,"FEc",0.078,0.863,0.031,0.028,"Fec",0.095,0.051,0.814,0.02,0.019,"Fec",0.025,0.087,0.623,0.024,0.049,0.193
"Barbados","BRB",1969,"Small island states",2,"Working Democracy",0.767105516235588,0.761130068984902,0.706415241754356,"FEc",0.058,0.067,0.875,"FEc",0.03,0.947,0.012,0.01,"Fec",0.11,0.047,0.806,0.018,0.018,"Fec",0.025,0.106,0.572,0.024,0.049,0.224
"Barbados","BRB",1970,"Small island states",2,"Working Democracy",0.766985306009299,0.77250077596535,0.71195543622231,"FEc",0.037,0.051,0.912,"FEc",0.06,0.903,0.021,0.016,"Fec",0.19,0.085,0.669,0.026,0.029,"Fec",0.026,0.123,0.417,0.029,0.063,0.342
"Barbados","BRB",1971,"Small island states",2,"Working Democracy",0.766584182962205,0.778363293454584,0.712111813347199,"FEc",0.034,0.051,0.915,"FEc",0.095,0.852,0.031,0.022,"Fec",0.219,0.109,0.608,0.029,0.035,"FEc",0.026,0.12,0.356,0.03,0.069,0.399
"Barbados","BRB",1972,"Small island states",2,"Working Democracy",0.769020394631247,0.774172102529684,0.71458727571651,"FEc",0.036,0.05,0.914,"FEc",0.056,0.909,0.02,0.015,"Fec",0.192,0.084,0.669,0.026,0.029,"Fec",0.026,0.124,0.416,0.029,0.063,0.342
"Barbados","BRB",1973,"Small island states",2,"Working Democracy",0.770140905617326,0.777527364100851,0.714542939691439,"FEc",0.037,0.053,0.91,"FEc",0.072,0.885,0.025,0.019,"Fec",0.196,0.092,0.655,0.027,0.031,"Fec",0.026,0.121,0.402,0.029,0.065,0.356
"Barbados","BRB",1974,"Small island states",2,"Working Democracy",0.774202503724329,0.772180079921792,0.714542939691439,"FEc",0.052,0.063,0.885,"FEc",0.041,0.931,0.016,0.013,"Fec",0.134,0.059,0.764,0.021,0.022,"Fec",0.026,0.112,0.522,0.026,0.054,0.26
"Barbados","BRB",1975,"Small island states",2,"Working Democracy",0.773393334147909,0.776866265234075,0.714542939691439,"FEc",0.045,0.06,0.895,"FEc",0.062,0.898,0.022,0.018,"Fec",0.164,0.078,0.707,0.025,0.027,"Fec",0.026,0.116,0.459,0.028,0.061,0.31
"Barbados","BRB",1976,"Small island states",2,"Working Democracy",0.761852595288202,0.770204857974139,0.71478834487959,"FEc",0.023,0.033,0.944,"FEc",0.057,0.91,0.02,0.014,"Fec",0.259,0.099,0.581,0.028,0.034,"FEc",0.026,0.139,0.338,0.03,0.066,0.402
"Barbados","BRB",1977,"Small island states",2,"Deficient Democracy",0.731439468058218,0.756902711196429,0.714548063113773,"FEc",0.007,0.016,0.977,"FEc",0.25,0.633,0.079,0.038,"FEC",0.7,0.101,0.145,0.02,0.033,"FEc",0.018,0.187,0.103,0.028,0.066,0.597
"Barbados","BRB",1978,"Small island states",2,"Working Democracy",0.76585439823578,0.774991499308143,0.714548063113773,"FEc",0.029,0.042,0.929,"FEc",0.07,0.89,0.024,0.017,"Fec",0.228,0.1,0.612,0.028,0.033,"FEc",0.026,0.128,0.36,0.029,0.066,0.391
"Barbados","BRB",1979,"Small island states",2,"Working Democracy",0.758230739607309,0.770746930454767,0.733374156945414,"FEc",0.014,0.023,0.963,"FEc",0.125,0.799,0.048,0.028,"FEC",0.587,0.096,0.253,0.027,0.037,"FEc",0.026,0.241,0.181,0.033,0.069,0.451
"Barbados","BRB",1980,"Small island states",2,"Working Democracy",0.774081634143968,0.799623361335752,0.714046314072886,"FEc",0.048,0.085,0.867,"FEc",0.206,0.695,0.06,0.039,"Fec",0.235,0.17,0.512,0.036,0.047,"FEc",0.027,0.109,0.288,0.034,0.087,0.455
"Barbados","BRB",1981,"Small island states",2,"Working Democracy",0.775298249062891,0.788963459624539,0.714046314072886,"FEc",0.047,0.072,0.881,"FEc",0.13,0.798,0.042,0.03,"Fec",0.199,0.118,0.615,0.031,0.037,"FEc",0.027,0.112,0.375,0.031,0.074,0.38
"Barbados","BRB",1982,"Small island states",2,"Working Democracy",0.761171757796747,0.7951693873709,0.733046245158818,"FEc",0.003,0.007,0.99,"FEc",0.282,0.62,0.066,0.033,"FEC",0.469,0.192,0.264,0.029,0.047,"FEc",0.012,0.08,0.083,0.018,0.051,0.756
"Barbados","BRB",1983,"Small island states",2,"Working Democracy",0.758395034275025,0.783365456626483,0.737535226716594,"FEc",0.003,0.006,0.991,"FEc",0.225,0.672,0.068,0.034,"FEC",0.629,0.119,0.191,0.024,0.038,"FEc",0.018,0.161,0.111,0.026,0.063,0.621
"Barbados","BRB",1984,"Small island states",2,"Working Democracy",0.761769608462991,0.790707622972242,0.737535226716594,"FEc",0,0,1,"FEc",0.245,0.657,0.065,0.032,"FEC",0.551,0.151,0.229,0.026,0.042,"FEc",0.014,0.114,0.096,0.022,0.056,0.698
"Barbados","BRB",1985,"Small island states",2,"Working Democracy",0.763006090313714,0.786995297194627,0.737843060169887,"FEc",0.001,0.002,0.997,"FEc",0.197,0.714,0.058,0.031,"FEC",0.558,0.132,0.243,0.026,0.041,"FEc",0.018,0.145,0.124,0.026,0.063,0.625
"Barbados","BRB",1986,"Small island states",2,"Working Democracy",0.762496707430562,0.787620770849477,0.737857278619497,"FEc",0.001,0.001,0.998,"FEc",0.209,0.699,0.061,0.031,"FEC",0.562,0.135,0.236,0.026,0.041,"FEc",0.017,0.139,0.117,0.025,0.061,0.641
"Barbados","BRB",1987,"Small island states",2,"Working Democracy",0.762287027664997,0.794389429673668,0.737857278619497,"FEc",0.001,0.001,0.998,"FEc",0.276,0.623,0.068,0.033,"FEC",0.531,0.169,0.229,0.027,0.044,"FEc",0.012,0.093,0.081,0.019,0.052,0.743
"Barbados","BRB",1988,"Small island states",2,"Working Democracy",0.766407670821713,0.791047401131322,0.737857278619497,"FEc",0.001,0.001,0.998,"FEc",0.189,0.728,0.054,0.029,"FEC",0.5,0.145,0.284,0.028,0.043,"FEc",0.017,0.128,0.13,0.025,0.062,0.639
"Barbados","BRB",1989,"Small island states",2,"Working Democracy",0.765514863952287,0.785109571719689,0.736404743287411,"FEc",0.002,0.005,0.993,"FEc",0.147,0.78,0.046,0.026,"FEC",0.504,0.127,0.3,0.028,0.041,"FEc",0.021,0.158,0.16,0.028,0.065,0.568
"Barbados","BRB",1990,"Small island states",2,"Working Democracy",0.77932654758643,0.806952626324383,0.740403325526382,"FEc",0.011,0.022,0.968,"FEc",0.197,0.722,0.052,0.029,"Fec",0.363,0.175,0.383,0.032,0.046,"FEc",0.018,0.103,0.159,0.025,0.066,0.629
"Barbados","BRB",1991,"Small island states",2,"Working Democracy",0.77415795202949,0.810925430985429,0.751853598400126,"FEc",0.002,0.006,0.992,"FEc",0.335,0.556,0.075,0.034,"FEC",0.533,0.189,0.207,0.026,0.046,"FEc",0.009,0.069,0.057,0.015,0.043,0.805
"Barbados","BRB",1992,"Small island states",2,"Working Democracy",0.777021742974649,0.822690821324167,0.751853598400126,"FEc",0.011,0.032,0.957,"FEc",0.419,0.47,0.077,0.034,"FEC",0.435,0.263,0.222,0.028,0.052,"FEc",0.006,0.041,0.04,0.011,0.036,0.866
"Barbados","BRB",1993,"Small island states",2,"Working Democracy",0.779838892900448,0.817081702586973,0.751833824311349,"FEc",0.005,0.013,0.982,"FEc",0.316,0.581,0.069,0.033,"FEC",0.454,0.211,0.257,0.029,0.049,"FEc",0.01,0.068,0.07,0.016,0.047,0.788
"Barbados","BRB",1994,"Small island states",2,"Working Democracy",0.778194855540968,0.825443811567074,0.756190296381951,"FEc",0.011,0.033,0.957,"fEc",0.452,0.435,0.079,0.033,"FEC",0.457,0.267,0.198,0.027,0.051,"FEc",0.005,0.032,0.028,0.008,0.028,0.9
"Barbados","BRB",1995,"Small island states",2,"Working Democracy",0.78046988956669,0.817544909489868,0.765291124615095,"FEc",0.005,0.014,0.982,"FEc",0.372,0.505,0.087,0.036,"FEC",0.645,0.153,0.142,0.021,0.039,"FEc",0.01,0.086,0.052,0.017,0.046,0.789
"Barbados","BRB",1996,"Small island states",2,"Working Democracy",0.779517156395561,0.819462394328355,0.765291124615095,"FEc",0.006,0.019,0.975,"FEc",0.409,0.467,0.089,0.036,"FEC",0.633,0.168,0.138,0.021,0.041,"FEc",0.008,0.068,0.041,0.014,0.04,0.83
"Barbados","BRB",1997,"Small island states",2,"Working Democracy",0.777460002546086,0.825105633007708,0.765291124615095,"FEc",0.011,0.039,0.95,"fEc",0.509,0.37,0.088,0.033,"FEC",0.578,0.223,0.132,0.022,0.045,"FEc",0.003,0.028,0.017,0.006,0.021,0.925
"Barbados","BRB",1998,"Small island states",2,"Working Democracy",0.775805408613048,0.820734954329011,0.765291124615095,"FEc",0.011,0.038,0.952,"fEc",0.485,0.388,0.093,0.035,"FEC",0.638,0.184,0.117,0.02,0.041,"FEc",0.005,0.048,0.026,0.01,0.032,0.878
"Barbados","BRB",1999,"Small island states",2,"Working Democracy",0.787185709900767,0.808108350029075,0.765291124615095,"FEc",0.005,0.01,0.985,"FEc",0.189,0.716,0.062,0.033,"FEC",0.627,0.109,0.204,0.024,0.037,"FEc",0.02,0.191,0.132,0.029,0.067,0.56
"Barbados","BRB",2000,"Small island states",2,"Working Democracy",0.782388702366374,0.817597434749942,0.765523329379729,"FEc",0.003,0.009,0.988,"FEc",0.343,0.537,0.083,0.036,"FEC",0.633,0.151,0.155,0.022,0.04,"FEc",0.011,0.094,0.06,0.018,0.049,0.769
"Barbados","BRB",2001,"Small island states",2,"Working Democracy",0.777434274913279,0.812211335244814,0.765523329379729,"FEc",0.009,0.025,0.967,"FEc",0.362,0.504,0.095,0.039,"FEC",0.725,0.115,0.109,0.017,0.033,"FEc",0.012,0.128,0.063,0.022,0.057,0.717
"Barbados","BRB",2002,"Small island states",2,"Working Democracy",0.785365909794649,0.799963458940141,0.765007349819242,"FEc",0.017,0.03,0.953,"FEc",0.16,0.743,0.063,0.035,"FEC",0.668,0.087,0.188,0.024,0.034,"FEc",0.025,0.269,0.154,0.034,0.07,0.448
"Barbados","BRB",2003,"Small island states",2,"Working Democracy",0.781593735466253,0.823035032118858,0.765007349819242,"FEc",0.005,0.017,0.978,"FEc",0.415,0.466,0.084,0.035,"FEC",0.58,0.194,0.159,0.023,0.044,"FEc",0.006,0.051,0.035,0.011,0.034,0.862
"Barbados","BRB",2004,"Small island states",2,"Working Democracy",0.775104219647994,0.832697046114367,0.765278319510515,"FEc",0.019,0.083,0.898,"fEc",0.635,0.258,0.079,0.027,"FEC",0.481,0.323,0.124,0.022,0.05,"FEc",0,0.002,0.001,0.001,0.002,0.994
"Barbados","BRB",2005,"Small island states",2,"Working Democracy",0.77674859822299,0.827404894228198,0.764526711778288,"FEc",0.013,0.049,0.938,"fEc",0.544,0.339,0.085,0.031,"FEC",0.541,0.255,0.135,0.022,0.047,"FEc",0.002,0.016,0.01,0.004,0.013,0.955
"Barbados","BRB",2006,"Small island states",2,"Working Democracy",0.778746852632711,0.823151556747813,0.764526711778288,"FEc",0.008,0.027,0.966,"fEc",0.461,0.418,0.087,0.034,"FEC",0.585,0.205,0.143,0.022,0.044,"FEc",0.005,0.04,0.025,0.009,0.028,0.894
"Barbados","BRB",2007,"Small island states",2,"Working Democracy",0.783381676677083,0.823363238337864,0.764526711778288,"FEc",0.004,0.012,0.984,"FEc",0.387,0.498,0.081,0.035,"FEC",0.559,0.195,0.177,0.024,0.045,"FEc",0.007,0.056,0.041,0.012,0.036,0.847
"Barbados","BRB",2008,"Small island states",2,"Working Democracy",0.771110881168051,0.834966614649439,0.764526711778288,"FEc",0.026,0.125,0.849,"fEc",0.717,0.19,0.071,0.023,"FEC",0.428,0.392,0.109,0.021,0.051,"FEc",0,0.001,0,0,0.001,0.998
"Barbados","BRB",2009,"Small island states",2,"Working Democracy",0.769815507831289,0.837480943349113,0.764526711778288,"FEc",0.029,0.151,0.82,"fEc",0.758,0.158,0.064,0.02,"fEc",0.386,0.442,0.102,0.02,0.051,"FEc",0.001,0.004,0.002,0.001,0.005,0.987
"Barbados","BRB",2010,"Small island states",2,"Working Democracy",0.770202470339573,0.835979529648493,0.764772685772767,"FEc",0.028,0.14,0.832,"fEc",0.741,0.171,0.067,0.021,"fEc",0.411,0.415,0.104,0.02,0.051,"FEc",0,0.002,0.001,0.001,0.003,0.994
"Barbados","BRB",2011,"Small island states",2,"Working Democracy",0.765534277154317,0.835336140407512,0.765267340538716,"FEc",0.032,0.19,0.778,"fEc",0.805,0.121,0.058,0.016,"fEc",0.39,0.457,0.085,0.018,0.049,"FEc",0.001,0.011,0.006,0.004,0.017,0.961
"Barbados","BRB",2012,"Small island states",2,"Working Democracy",0.771875106077392,0.838828726020197,0.765267340538716,"FEc",0.028,0.142,0.83,"fEc",0.743,0.17,0.066,0.021,"fEc",0.386,0.435,0.107,0.021,0.051,"FEc",0,0.003,0.002,0.001,0.004,0.99
"Barbados","BRB",2013,"Small island states",2,"Working Democracy",0.775503449887539,0.836770211495118,0.765267340538716,"FEc",0.023,0.1,0.877,"fEc",0.669,0.231,0.075,0.025,"FEC",0.43,0.371,0.125,0.022,0.052,"FEc",0,0.001,0.001,0,0.001,0.997
"Barbados","BRB",2014,"Small island states",2,"Working Democracy",0.77370260894914,0.829122484579843,0.765267340538716,"FEc",0.018,0.078,0.904,"fEc",0.619,0.27,0.083,0.028,"FEC",0.527,0.287,0.117,0.021,0.048,"FEc",0.001,0.007,0.004,0.002,0.007,0.98
"Barbados","BRB",2015,"Small island states",2,"Working Democracy",0.781156276816326,0.811628842048352,0.760184017200317,"FEc",0.001,0.002,0.997,"FEc",0.275,0.618,0.073,0.034,"FEC",0.597,0.145,0.193,0.024,0.041,"FEc",0.013,0.114,0.084,0.021,0.055,0.712
"Barbados","BRB",2016,"Small island states",2,"Working Democracy",0.771534104540922,0.823017285284861,0.75885485805255,"FEc",0.014,0.051,0.936,"fEc",0.552,0.333,0.084,0.031,"FEC",0.525,0.267,0.138,0.023,0.048,"FEc",0.002,0.013,0.008,0.003,0.011,0.962
"Barbados","BRB",2017,"Small island states",2,"Deficient Democracy",0.795358574881923,0.740264663531097,0.730978748712207,"FEc",0.273,0.12,0.607,"FEc",0.056,0.847,0.036,0.062,"Fec",0.088,0.03,0.83,0.034,0.018,"Fec",0.027,0.079,0.8,0.015,0.021,0.059
"Botswana","BWA",1966,"Sub-Saharan Africa",0,"Deficient Democracy",0.751840601276943,0.628953206742231,0.589513386784641,"FEc",0.358,0.174,0.469,"FEc",0.16,0.53,0.105,0.205,"Fec",0.149,0.096,0.574,0.123,0.059,"Fec",0.089,0.111,0.574,0.043,0.061,0.121
"Botswana","BWA",1967,"Sub-Saharan Africa",0,"Deficient Democracy",0.765342284432392,0.63123545690981,0.589513386784641,"FEc",0.365,0.18,0.455,"FEc",0.168,0.502,0.112,0.218,"Fec",0.158,0.105,0.534,0.137,0.066,"Fec",0.103,0.121,0.526,0.049,0.07,0.131
"Botswana","BWA",1968,"Sub-Saharan Africa",0,"Deficient Democracy",0.765342284432392,0.63123545690981,0.589513386784641,"FEc",0.365,0.18,0.455,"FEc",0.168,0.502,0.112,0.218,"Fec",0.158,0.105,0.534,0.137,0.066,"Fec",0.103,0.121,0.526,0.049,0.07,0.131
"Botswana","BWA",1969,"Sub-Saharan Africa",0,"Deficient Democracy",0.76997431853305,0.644625732823351,0.589513386784641,"FEc",0.342,0.186,0.472,"FEc",0.176,0.506,0.114,0.204,"Fec",0.16,0.111,0.533,0.129,0.067,"Fec",0.097,0.121,0.519,0.051,0.073,0.139
"Botswana","BWA",1970,"Sub-Saharan Africa",0,"Deficient Democracy",0.769968077046678,0.644625732823351,0.589513386784641,"FEc",0.342,0.186,0.472,"FEc",0.176,0.506,0.114,0.204,"Fec",0.16,0.111,0.533,0.129,0.067,"Fec",0.097,0.121,0.519,0.051,0.073,0.139
"Botswana","BWA",1971,"Sub-Saharan Africa",0,"Deficient Democracy",0.769968077046678,0.645897041516723,0.589513386784641,"FEc",0.34,0.186,0.474,"FEc",0.176,0.507,0.114,0.203,"Fec",0.16,0.111,0.534,0.128,0.067,"Fec",0.096,0.121,0.519,0.051,0.074,0.139
"Botswana","BWA",1972,"Sub-Saharan Africa",0,"Deficient Democracy",0.781224620045797,0.645897041516723,0.589513386784641,"FEc",0.35,0.19,0.46,"FEc",0.181,0.485,0.119,0.215,"Fec",0.166,0.117,0.505,0.14,0.073,"Fec",0.107,0.127,0.487,0.055,0.079,0.145
"Botswana","BWA",1973,"Sub-Saharan Africa",0,"Deficient Democracy",0.781224620045797,0.645897041516723,0.589513386784641,"FEc",0.35,0.19,0.46,"FEc",0.181,0.485,0.119,0.215,"Fec",0.166,0.117,0.505,0.14,0.073,"Fec",0.107,0.127,0.487,0.055,0.079,0.145
"Botswana","BWA",1974,"Sub-Saharan Africa",0,"Deficient Democracy",0.781331421314212,0.646413276149077,0.589513386784641,"FEc",0.349,0.19,0.46,"FEc",0.181,0.485,0.119,0.214,"Fec",0.166,0.117,0.505,0.14,0.073,"Fec",0.107,0.127,0.486,0.055,0.079,0.145
"Botswana","BWA",1975,"Sub-Saharan Africa",0,"Deficient Democracy",0.781331421314212,0.646413276149077,0.590469745771171,"FEc",0.35,0.19,0.46,"FEc",0.18,0.486,0.119,0.215,"Fec",0.165,0.116,0.507,0.139,0.072,"Fec",0.106,0.127,0.489,0.055,0.079,0.144
"Botswana","BWA",1976,"Sub-Saharan Africa",0,"Deficient Democracy",0.781780256122096,0.664759173481772,0.590469745771171,"FEc",0.32,0.196,0.484,"FEc",0.189,0.497,0.119,0.194,"Fec",0.167,0.122,0.513,0.126,0.072,"Fec",0.097,0.126,0.487,0.055,0.082,0.153
"Botswana","BWA",1977,"Sub-Saharan Africa",0,"Deficient Democracy",0.781780256122096,0.646656365755758,0.590469745771171,"FEc",0.35,0.19,0.46,"FEc",0.18,0.486,0.119,0.215,"Fec",0.165,0.117,0.506,0.14,0.072,"Fec",0.107,0.127,0.488,0.055,0.079,0.144
"Botswana","BWA",1978,"Sub-Saharan Africa",0,"Deficient Democracy",0.781780256122096,0.646656365755758,0.590469745771171,"FEc",0.35,0.19,0.46,"FEc",0.18,0.486,0.119,0.215,"Fec",0.165,0.117,0.506,0.14,0.072,"Fec",0.107,0.127,0.488,0.055,0.079,0.144
"Botswana","BWA",1979,"Sub-Saharan Africa",0,"Deficient Democracy",0.795036180561762,0.633397127048098,0.590469745771171,"FEc",0.381,0.191,0.429,"FEc",0.179,0.452,0.125,0.244,"Fec",0.171,0.12,0.465,0.165,0.079,"Fec",0.128,0.136,0.448,0.061,0.083,0.145
"Botswana","BWA",1980,"Sub-Saharan Africa",0,"Deficient Democracy",0.795036180561762,0.630181872852385,0.590469745771171,"FEc",0.386,0.19,0.424,"FEc",0.178,0.449,0.125,0.249,"Fec",0.171,0.12,0.462,0.168,0.079,"Fec",0.13,0.136,0.445,0.061,0.083,0.145
"Botswana","BWA",1981,"Sub-Saharan Africa",0,"Deficient Democracy",0.805564212326463,0.631487210540673,0.591134916395703,"FEc",0.389,0.193,0.418,"FEc",0.181,0.436,0.128,0.255,"Fec",0.173,0.124,0.444,0.175,0.083,"Fec",0.137,0.139,0.425,0.064,0.086,0.148
"Botswana","BWA",1982,"Sub-Saharan Africa",0,"Deficient Democracy",0.805564212326463,0.631487210540673,0.606291901918119,"FeC",0.409,0.184,0.408,"FEc",0.171,0.44,0.123,0.266,"Fec",0.169,0.115,0.456,0.181,0.079,"Fec",0.14,0.137,0.443,0.061,0.08,0.14
"Botswana","BWA",1983,"Sub-Saharan Africa",0,"Deficient Democracy",0.805564212326463,0.631487210540673,0.606291901918119,"FeC",0.409,0.184,0.408,"FEc",0.171,0.44,0.123,0.266,"Fec",0.169,0.115,0.456,0.181,0.079,"Fec",0.14,0.137,0.443,0.061,0.08,0.14
"Botswana","BWA",1984,"Sub-Saharan Africa",0,"Deficient Democracy",0.805173321745827,0.641614174219201,0.625564571001541,"FeC",0.422,0.173,0.405,"FEc",0.161,0.456,0.116,0.267,"Fec",0.163,0.105,0.483,0.177,0.072,"Fec",0.134,0.132,0.478,0.055,0.072,0.13
